Bin ID	classification
3300050821_40	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Xanthobacteraceae|g__Bradyrhizobium
3300050821_409	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Xanthobacteraceae|g__Bradyrhizobium
3300050821_464	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Xanthobacteraceae|g__Bradyrhizobium
3300050821_466	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Xanthobacteraceae|g__Bradyrhizobium
3300050821_62	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Xanthobacteraceae|g__Bradyrhizobium
3300050821_716	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Xanthobacteraceae|g__Bradyrhizobium
3300050821_950	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Xanthobacteraceae|g__P52-10
3300050821_2936	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Xanthobacteraceae|g__Palsa-892
3300050821_1280	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Xanthobacteraceae|g__VAZQ01
3300050821_1593	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Xanthobacteraceae|g__VAZQ01
3300050821_1668	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Xanthobacteraceae|g__VAZQ01
3300050821_2630	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Xanthobacteraceae|g__VAZQ01
3300050821_2797	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Xanthobacteraceae|g__VAZQ01
3300050821_2809	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Xanthobacteraceae|g__VAZQ01
3300050821_1220	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__UBA1301|f__UBA1301|g__
3300050821_1058	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__UBA1301|f__UBA1301|g__UBA6038
3300050821_1267	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__UBA1301|f__UBA1301|g__UBA6038
3300050821_1626	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__UBA1301|f__UBA1301|g__UBA6038
3300050821_1704	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__UBA1301|f__UBA1301|g__UBA6038
3300050821_1749	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__UBA1301|f__UBA1301|g__UBA6038
3300050821_2244	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__UBA1301|f__UBA1301|g__UBA6038
3300050821_2618	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__UBA1301|f__UBA1301|g__UBA6038
3300050821_2728	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__UBA1301|f__UBA1301|g__UBA6038
3300050821_2730	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__UBA1301|f__UBA1301|g__UBA6038
3300050821_2800	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__UBA1301|f__UBA1301|g__UBA6038
3300050821_400	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__UBA1301|f__UBA1301|g__UBA6038
3300050821_60	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__UBA1301|f__UBA1301|g__UBA6038
3300050821_99	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__UBA1301|f__UBA1301|g__UBA6038
3300050821_269	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__|f__|g__
3300050821_1483	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__
3300050821_403	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Collimonas
3300050821_810	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Collimonas
3300050821_1416	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Herminiimonas
3300050821_109	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Janthinobacterium
3300050821_1382	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Paraburkholderia
3300050821_1501	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Paraburkholderia
3300050821_1903	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Rhizobacter
3300050821_1159	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__VBCK01
3300050821_291	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__VBCK01
3300050821_454	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__VBCK01
3300050821_913	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__VBCK01
3300050821_2558	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Ga0077523|g__
3300050821_1035	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Palsa-1005|g__PALSA-1003
3300050821_1673	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Palsa-1005|g__PALSA-1003
3300050821_2274	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Palsa-1005|g__PALSA-1003
3300050821_2841	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Palsa-1005|g__PALSA-1003
3300050821_1733	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Palsa-1005|g__VBCG01
3300050821_47	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__SG8-39|g__
3300050821_2948	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__SG8-40|g__
3300050821_425	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__UKL13-2|g__GR16-43
3300050821_51	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Diplorickettsiales|f__Diplorickettsiaceae|g__Rickettsiella
3300050821_2580	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__SLND01|f__|g__
3300050821_1188	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Steroidobacterales|f__Steroidobacteraceae|g__
3300050821_1405	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Steroidobacterales|f__Steroidobacteraceae|g__
3300050821_1570	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Steroidobacterales|f__Steroidobacteraceae|g__
3300050821_1961	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Steroidobacterales|f__Steroidobacteraceae|g__
3300050821_2598	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Steroidobacterales|f__Steroidobacteraceae|g__
3300050821_340	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Steroidobacterales|f__Steroidobacteraceae|g__
3300050821_420	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Steroidobacterales|f__Steroidobacteraceae|g__
3300050821_438	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Steroidobacterales|f__Steroidobacteraceae|g__
3300050821_530	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Steroidobacterales|f__Steroidobacteraceae|g__
3300050821_84	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Steroidobacterales|f__Steroidobacteraceae|g__
3300050821_895	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Steroidobacterales|f__Steroidobacteraceae|g__
3300050821_1725	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Steroidobacterales|f__Steroidobacteraceae|g__13-2-20CM-66-19
3300050821_1876	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Steroidobacterales|f__Steroidobacteraceae|g__13-2-20CM-66-19
3300050821_1984	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Steroidobacterales|f__Steroidobacteraceae|g__13-2-20CM-66-19
3300050821_201	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Steroidobacterales|f__Steroidobacteraceae|g__13-2-20CM-66-19
3300050821_2026	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Steroidobacterales|f__Steroidobacteraceae|g__13-2-20CM-66-19
3300050821_2078	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Steroidobacterales|f__Steroidobacteraceae|g__13-2-20CM-66-19
3300050821_212	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Steroidobacterales|f__Steroidobacteraceae|g__13-2-20CM-66-19
3300050821_2541	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Steroidobacterales|f__Steroidobacteraceae|g__13-2-20CM-66-19
3300050821_2664	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Steroidobacterales|f__Steroidobacteraceae|g__13-2-20CM-66-19
3300050821_374	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Steroidobacterales|f__Steroidobacteraceae|g__13-2-20CM-66-19
3300050821_457	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Steroidobacterales|f__Steroidobacteraceae|g__13-2-20CM-66-19
3300050821_528	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Steroidobacterales|f__Steroidobacteraceae|g__13-2-20CM-66-19
3300050821_769	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Steroidobacterales|f__Steroidobacteraceae|g__13-2-20CM-66-19
3300050821_1351	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Steroidobacterales|f__Steroidobacteraceae|g__Bog-1198
3300050821_1370	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Steroidobacterales|f__Steroidobacteraceae|g__Bog-1198
3300050821_1664	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Steroidobacterales|f__Steroidobacteraceae|g__Bog-1198
3300050821_2009	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Steroidobacterales|f__Steroidobacteraceae|g__Bog-1198
3300050821_2462	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Steroidobacterales|f__Steroidobacteraceae|g__Bog-1198
3300050821_2535	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Steroidobacterales|f__Steroidobacteraceae|g__Bog-1198
3300050821_2610	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Steroidobacterales|f__Steroidobacteraceae|g__Bog-1198
3300050821_2642	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Steroidobacterales|f__Steroidobacteraceae|g__Bog-1198
3300050821_474	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Steroidobacterales|f__Steroidobacteraceae|g__Bog-1198
3300050821_634	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Steroidobacterales|f__Steroidobacteraceae|g__Bog-1198
3300050821_68	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Steroidobacterales|f__Steroidobacteraceae|g__Bog-1198
3300050821_76	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Steroidobacterales|f__Steroidobacteraceae|g__Bog-1198
3300050821_98	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Steroidobacterales|f__Steroidobacteraceae|g__Bog-1198
3300050821_1316	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Steroidobacterales|f__Steroidobacteraceae|g__FEN-1191
3300050821_1470	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Steroidobacterales|f__Steroidobacteraceae|g__FEN-1191
3300050821_2336	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Steroidobacterales|f__Steroidobacteraceae|g__FEN-1191
3300050821_2509	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Steroidobacterales|f__Steroidobacteraceae|g__FEN-1191
3300050821_2543	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Steroidobacterales|f__Steroidobacteraceae|g__FEN-1191
3300050821_72	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Steroidobacterales|f__Steroidobacteraceae|g__FEN-1191
3300050821_2141	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Steroidobacterales|f__Steroidobacteraceae|g__ZC4RG24
3300050821_1765	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Rhodanobacter
3300050821_2123	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__
3300050821_918	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__
3300050821_1893	d__Bacteria|p__T1SED10-198M|c__|o__|f__|g__
3300050821_2124	d__Bacteria|p__Verrucomicrobiota_A|c__Chlamydiia|o__Parachlamydiales|f__Rhabdochlamydiaceae|g__PALSA-1444
3300050821_2196	d__Bacteria|p__Verrucomicrobiota_A|c__Chlamydiia|o__Parachlamydiales|f__Rhabdochlamydiaceae|g__PALSA-1444
3300050821_373	d__Bacteria|p__Verrucomicrobiota_A|c__Chlamydiia|o__Parachlamydiales|f__Rhabdochlamydiaceae|g__PALSA-1444
3300050821_2733	d__Bacteria|p__Verrucomicrobiota_A|c__Chlamydiia|o__Parachlamydiales|f__SM23-39|g__
3300050821_928	d__Bacteria|p__Verrucomicrobiota_A|c__Chlamydiia|o__Parachlamydiales|f__SM23-39|g__
3300050821_452	d__Bacteria|p__Verrucomicrobiota_A|c__Chlamydiia|o__Parachlamydiales|f__SM23-39|g__PALSA-1448
3300050821_1161	d__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Chthoniobacterales|f__|g__
3300050821_1514	d__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Chthoniobacterales|f__|g__
3300050821_1560	d__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Chthoniobacterales|f__|g__
3300050821_1686	d__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Chthoniobacterales|f__|g__
3300050821_1941	d__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Chthoniobacterales|f__|g__
3300050821_2582	d__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Chthoniobacterales|f__|g__
3300050821_2772	d__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Chthoniobacterales|f__|g__
3300050821_2976	d__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Chthoniobacterales|f__|g__
3300050821_310	d__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Chthoniobacterales|f__|g__
3300050821_73	d__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Chthoniobacterales|f__|g__
3300050821_1474	d__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Chthoniobacterales|f__UBA10450|g__AV40
3300050821_1485	d__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Chthoniobacterales|f__UBA10450|g__AV40
3300050821_2234	d__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Chthoniobacterales|f__UBA10450|g__AV40
3300050821_3056	d__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Chthoniobacterales|f__UBA10450|g__AV40
3300050821_46	d__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Chthoniobacterales|f__UBA10450|g__AV40
3300050821_539	d__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Chthoniobacterales|f__UBA10450|g__AV40
3300050821_806	d__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Chthoniobacterales|f__UBA10450|g__AV40
3300050821_95	d__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Chthoniobacterales|f__UBA10450|g__AV40
3300050821_2940	d__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Chthoniobacterales|f__UBA10450|g__AV55
3300050821_2711	d__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Opitutales|f__|g__
3300050821_18	d__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Opitutales|f__Opitutaceae|g__
3300050821_1531	d__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Opitutales|f__Opitutaceae|g__
3300050821_1003	d__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Opitutales|f__Opitutaceae|g__Palsa-1447
3300050821_1029	d__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Opitutales|f__Opitutaceae|g__Palsa-1447
3300050821_1752	d__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Opitutales|f__Opitutaceae|g__Palsa-1447
3300050821_1811	d__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Opitutales|f__Opitutaceae|g__Palsa-1447
3300050821_2183	d__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Opitutales|f__Opitutaceae|g__Palsa-1447
3300050821_1296	d__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Pedosphaerales|f__Pedosphaeraceae|g__Pedosphaera
3300050821_1667	d__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Pedosphaerales|f__Pedosphaeraceae|g__Pedosphaera
3300050821_2321	d__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Pedosphaerales|f__Pedosphaeraceae|g__Pedosphaera
3300050821_450	d__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Pedosphaerales|f__Pedosphaeraceae|g__Pedosphaera
3300050821_592	d__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Pedosphaerales|f__Pedosphaeraceae|g__Pedosphaera
3300050821_88	d__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Pedosphaerales|f__Pedosphaeraceae|g__Pedosphaera
3300050821_110	d__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Pedosphaerales|f__Pedosphaeraceae|g__PSRM01
3300050821_1310	d__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Pedosphaerales|f__Pedosphaeraceae|g__PSRM01
3300050821_2112	d__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Pedosphaerales|f__Pedosphaeraceae|g__PSRM01
3300050821_2595	d__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Pedosphaerales|f__Pedosphaeraceae|g__PSRM01
3300050821_323	d__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Pedosphaerales|f__Pedosphaeraceae|g__PSRM01
3300050821_94	d__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Pedosphaerales|f__Pedosphaeraceae|g__PSRM01
3300050821_1169	d__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Pedosphaerales|f__Pedosphaeraceae|g__UBA11358
3300050821_1298	d__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Pedosphaerales|f__Pedosphaeraceae|g__UBA11358
3300050821_1375	d__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Pedosphaerales|f__Pedosphaeraceae|g__UBA11358
3300050821_2147	d__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Pedosphaerales|f__Pedosphaeraceae|g__UBA11358
3300050821_2295	d__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Pedosphaerales|f__Pedosphaeraceae|g__UBA11358
3300050821_2658	d__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Pedosphaerales|f__Pedosphaeraceae|g__UBA11358
3300050821_2666	d__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Pedosphaerales|f__Pedosphaeraceae|g__UBA11358
3300050821_2672	d__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Pedosphaerales|f__Pedosphaeraceae|g__UBA11358
3300050821_2703	d__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Pedosphaerales|f__Pedosphaeraceae|g__UBA11358
3300050821_484	d__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Pedosphaerales|f__Pedosphaeraceae|g__UBA11358
3300050821_1919	d__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Pedosphaerales|f__Pedosphaeraceae|g__UBA3939
